export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/chart/chart_13 /tmp/chart_13_Ranking;cd /tmp/chart_13_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Chart/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/chart_13_Ranking;cp -r /home/tdurieux/nopol/z3-x64-debian-7.7/bin/ lib/z3;time java -cp /home/tdurieux/nopol/nopol-0.0.3-SNAPSHOT-jar-with-dependencies.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path lib/z3/z3 --complianceLevel 4 --source source/ --classpath build/:build-tests/:lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:lib/servlet.jar:/home/tdurieux/nopol/nopol-0.0.3-SNAPSHOT-jar-with-dependencies.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/chart_13_Ranking;

/************************/
Executed tests:   3597
Successful tests: 3595
Failed tests:     2

org.jfree.chart.block.junit.BorderArrangementTests#testSizingWithWidthConstraint
java.lang.IllegalArgumentException: Range(double, double): require lower (0.0) <= upper (-2.3000000000000007).
	at org.jfree.data.Range.<init>(Range.java:87)
	at org.jfree.chart.block.BorderArrangement.arrangeFF(BorderArrangement.java:493)
	at org.jfree.chart.block.BorderArrangement.arrange(BorderArrangement.java:152)
	at org.jfree.chart.block.BorderArrangement.arrangeFN(BorderArrangement.java:346)
	at org.jfree.chart.block.BorderArrangement.arrange(BorderArrangement.java:149)
	at org.jfree.chart.block.BlockContainer.arrange(BlockContainer.java:182)
	at org.jfree.chart.block.junit.BorderArrangementTests.testSizingWithWidthConstraint(BorderArrangementTests.java:560)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)

org.jfree.chart.block.junit.BorderArrangementTests#testSizingWithWidthConstraint
java.lang.IllegalArgumentException: Range(double, double): require lower (0.0) <= upper (-2.3000000000000007).
	at org.jfree.data.Range.<init>(Range.java:87)
	at org.jfree.chart.block.BorderArrangement.arrangeFF(BorderArrangement.java:493)
	at org.jfree.chart.block.BorderArrangement.arrange(BorderArrangement.java:152)
	at org.jfree.chart.block.BorderArrangement.arrangeFN(BorderArrangement.java:346)
	at org.jfree.chart.block.BorderArrangement.arrange(BorderArrangement.java:149)
	at org.jfree.chart.block.BlockContainer.arrange(BlockContainer.java:182)
	at org.jfree.chart.block.junit.BorderArrangementTests.testSizingWithWidthConstraint(BorderArrangementTests.java:560)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.jfree.chart.block.BorderArrangement:147 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.BorderArrangement:502 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.BorderArrangement:503 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.BorderArrangement:504 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.BorderArrangement:505 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.BorderArrangement:508 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.BorderArrangement:513 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.BorderArrangement:518 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.BorderArrangement:519 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.BorderArrangement:523 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.BorderArrangement:524 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.BorderArrangement:528 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.BorderArrangement:529 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.BorderArrangement:533 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.AbstractBlock:438 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.AbstractBlock:443 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.AbstractBlock:453 -> 1.0 (ep: 0, ef: 2, np: 3595, nf: 0)
org.jfree.chart.block.BorderArrangement:540 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3593, nf: 0)
org.jfree.chart.block.BorderArrangement:541 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3593, nf: 0)
org.jfree.chart.block.BorderArrangement:542 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3593, nf: 0)
org.jfree.chart.block.BorderArrangement:543 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3593, nf: 0)
org.jfree.chart.block.BorderArrangement:544 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3593, nf: 0)
org.jfree.chart.block.BorderArrangement:545 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3593, nf: 0)
org.jfree.chart.block.BorderArrangement:112 -> 0.5773502691896258 (ep: 4, ef: 2, np: 3591, nf: 0)
org.jfree.chart.block.BorderArrangement:113 -> 0.5773502691896258 (ep: 4, ef: 2, np: 3591, nf: 0)
org.jfree.chart.block.EmptyBlock:85 -> 0.5 (ep: 6, ef: 2, np: 3589, nf: 0)
org.jfree.chart.block.AbstractBlock:151 -> 0.4472135954999579 (ep: 8, ef: 2, np: 3587, nf: 0)
org.jfree.chart.block.AbstractBlock:175 -> 0.4472135954999579 (ep: 8, ef: 2, np: 3587, nf: 0)
org.jfree.chart.block.AbstractBlock:162 -> 0.2182178902359924 (ep: 40, ef: 2, np: 3555, nf: 0)
org.jfree.chart.block.AbstractBlock:163 -> 0.2182178902359924 (ep: 40, ef: 2, np: 3555, nf: 0)
org.jfree.chart.block.AbstractBlock:186 -> 0.2182178902359924 (ep: 40, ef: 2, np: 3555, nf: 0)
org.jfree.chart.block.AbstractBlock:187 -> 0.2182178902359924 (ep: 40, ef: 2, np: 3555, nf: 0)
org.jfree.chart.block.BorderArrangement:131 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3491, nf: 0)
org.jfree.chart.block.BorderArrangement:133 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3491, nf: 0)
org.jfree.chart.block.BorderArrangement:134 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3491, nf: 0)
org.jfree.chart.block.BorderArrangement:135 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3491, nf: 0)
org.jfree.chart.block.BorderArrangement:136 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3491, nf: 0)
org.jfree.chart.block.BorderArrangement:172 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3491, nf: 0)
org.jfree.chart.block.BorderArrangement:102 -> 0.13608276348795434 (ep: 106, ef: 2, np: 3489, nf: 0)
org.jfree.chart.block.BorderArrangement:103 -> 0.13608276348795434 (ep: 106, ef: 2, np: 3489, nf: 0)
org.jfree.chart.block.BorderArrangement:106 -> 0.13608276348795434 (ep: 106, ef: 2, np: 3489, nf: 0)
org.jfree.chart.block.BorderArrangement:109 -> 0.13608276348795434 (ep: 106, ef: 2, np: 3489, nf: 0)
org.jfree.chart.block.BorderArrangement:110 -> 0.13608276348795434 (ep: 106, ef: 2, np: 3489, nf: 0)
org.jfree.chart.block.BlockContainer:182 -> 0.13483997249264842 (ep: 108, ef: 2, np: 3487, nf: 0)
org.jfree.chart.block.AbstractBlock:365 -> 0.13018891098082389 (ep: 116, ef: 2, np: 3479, nf: 0)
org.jfree.chart.block.AbstractBlock:368 -> 0.13018891098082389 (ep: 116, ef: 2, np: 3479, nf: 0)
org.jfree.chart.block.AbstractBlock:369 -> 0.13018891098082389 (ep: 116, ef: 2, np: 3479, nf: 0)
org.jfree.chart.block.BorderArrangement:98 -> 0.13018891098082389 (ep: 116, ef: 2, np: 3479, nf: 0)
org.jfree.chart.block.BorderArrangement:99 -> 0.13018891098082389 (ep: 116, ef: 2, np: 3479, nf: 0)
org.jfree.chart.block.BorderArrangement:116 -> 0.13018891098082389 (ep: 116, ef: 2, np: 3479, nf: 0)
org.jfree.chart.block.BlockContainer:150 -> 0.1270001270001905 (ep: 122, ef: 2, np: 3473, nf: 0)
org.jfree.chart.block.BlockContainer:151 -> 0.1270001270001905 (ep: 122, ef: 2, np: 3473, nf: 0)
org.jfree.chart.block.BlockContainer:160 -> 0.1270001270001905 (ep: 122, ef: 2, np: 3473, nf: 0)
org.jfree.chart.block.BlockContainer:161 -> 0.1270001270001905 (ep: 122, ef: 2, np: 3473, nf: 0)
org.jfree.chart.block.BlockContainer:162 -> 0.1270001270001905 (ep: 122, ef: 2, np: 3473, nf: 0)
org.jfree.chart.util.RectangleInsets:501 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.util.RectangleInsets:523 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.RectangleConstraint:179 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.RectangleConstraint:206 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:383 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:384 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:385 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:386 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:401 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:402 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:403 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:404 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:422 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:423 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:424 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:425 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:426 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:427 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:428 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:429 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:430 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:437 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:440 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:441 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:442 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:445 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:446 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:448 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:452 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:455 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:456 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:457 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:460 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:461 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.block.AbstractBlock:463 -> 0.125 (ep: 126, ef: 2, np: 3469, nf: 0)
org.jfree.chart.util.RectangleInsets:381 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.util.RectangleInsets:382 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.util.RectangleInsets:385 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.util.RectangleInsets:411 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.util.RectangleInsets:412 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.util.RectangleInsets:415 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.util.RectangleInsets:441 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.util.RectangleInsets:442 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.util.RectangleInsets:445 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.util.RectangleInsets:471 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.util.RectangleInsets:472 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.util.RectangleInsets:475 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.util.Size2D:92 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.block.BlockContainer:168 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.block.BlockContainer:169 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.block.BlockContainer:170 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.block.AbstractBlock:416 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.block.AbstractBlock:419 -> 0.12403473458920847 (ep: 128, ef: 2, np: 3467, nf: 0)
org.jfree.chart.util.Size2D:110 -> 0.12309149097933272 (ep: 130, ef: 2, np: 3465, nf: 0)
org.jfree.chart.block.RectangleConstraint:170 -> 0.12309149097933272 (ep: 130, ef: 2, np: 3465, nf: 0)
org.jfree.chart.block.RectangleConstraint:197 -> 0.12309149097933272 (ep: 130, ef: 2, np: 3465, nf: 0)
org.jfree.chart.util.RectangleInsets:512 -> 0.12216944435630522 (ep: 132, ef: 2, np: 3463, nf: 0)
org.jfree.chart.util.RectangleInsets:535 -> 0.12216944435630522 (ep: 132, ef: 2, np: 3463, nf: 0)
org.jfree.chart.block.RectangleConstraint:188 -> 0.12216944435630522 (ep: 132, ef: 2, np: 3463, nf: 0)
org.jfree.chart.block.RectangleConstraint:215 -> 0.12216944435630522 (ep: 132, ef: 2, np: 3463, nf: 0)
org.jfree.chart.block.AbstractBlock:474 -> 0.12216944435630522 (ep: 132, ef: 2, np: 3463, nf: 0)
