export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/lang/lang_60 /tmp/lang_60_Ranking;cd /tmp/lang_60_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Lang/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/lang_60_Ranking;cp -r /home/tdurieux/defects4j-repair/src/python/core/../../../libs/z3 lib/z3;time java -cp /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/z3/z3 --complianceLevel 3 --source src/java/ --classpath target/classes/:target/tests/:lib/asm.jar:lib/cglib.jar:lib/commons-io.jar:lib/easymock.jar:/home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/lang_60_Ranking;

/************************/
Executed tests:   1684
Successful tests: 1682
Failed tests:     2

org.apache.commons.lang.text.StrBuilderTest#testLang295
junit.framework.AssertionFailedError: The contains(char) method is looking beyond the end of the string
	at junit.framework.Assert.fail(Assert.java:57)
	at junit.framework.Assert.assertTrue(Assert.java:22)
	at junit.framework.Assert.assertFalse(Assert.java:39)
	at junit.framework.TestCase.assertFalse(TestCase.java:210)
	at org.apache.commons.lang.text.StrBuilderTest.testLang295(StrBuilderTest.java:1748)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)

org.apache.commons.lang.math.RandomUtilsTest#testNextBoolean
junit.framework.AssertionFailedError: chi-square test -- will fail about 1 in 1000 times
	at junit.framework.Assert.fail(Assert.java:57)
	at junit.framework.Assert.assertTrue(Assert.java:22)
	at junit.framework.TestCase.assertTrue(TestCase.java:192)
	at org.apache.commons.lang.math.RandomUtilsTest.tstNextBoolean(RandomUtilsTest.java:191)
	at org.apache.commons.lang.math.RandomUtilsTest.testNextBoolean(RandomUtilsTest.java:156)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.apache.commons.lang.math.RandomUtils:120 -> 0.7071067811865475 (ep: 0, ef: 1, np: 1682, nf: 1)
org.apache.commons.lang.SystemUtils:1216 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1219 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1235 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1260 -> 0.0 (ep: 10, ef: 0, np: 1672, nf: 2)
org.apache.commons.lang.NumberUtils:140 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:143 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:146 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:153 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:154 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:156 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:160 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:161 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:163 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:165 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:166 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:169 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:171 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:173 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:175 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:178 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:180 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:182 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:183 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:184 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:186 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:189 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:190 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:191 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:194 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:199 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:200 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.NumberUtils:203 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.NumberUtils:210 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:211 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:214 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:219 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.NumberUtils:224 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:225 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:226 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:230 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.NumberUtils:232 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:244 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:245 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:247 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:249 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:252 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:253 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:257 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:258 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:261 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:265 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:267 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:268 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:269 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:273 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.NumberUtils:275 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:276 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.NumberUtils:277 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.NumberUtils:299 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:302 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:303 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.NumberUtils:304 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
