export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/chart/chart_15 /tmp/chart_15_Ranking;cd /tmp/chart_15_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Chart/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/chart_15_Ranking;cp -r /home/tdurieux/nopol/z3-x64-debian-7.7/bin/ lib/z3;time java -cp /home/tdurieux/nopol/nopol-0.0.3-SNAPSHOT-jar-with-dependencies.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path lib/z3/z3 --complianceLevel 4 --source source/ --classpath build/:build-tests/:lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:lib/servlet.jar:/home/tdurieux/nopol/nopol-0.0.3-SNAPSHOT-jar-with-dependencies.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/chart_15_Ranking;

/************************/
Executed tests:   3579
Successful tests: 3577
Failed tests:     2

org.jfree.chart.plot.junit.PiePlot3DTests#testDrawWithNullDataset
junit.framework.AssertionFailedError
	at junit.framework.Assert.fail(Assert.java:55)
	at junit.framework.Assert.assertTrue(Assert.java:22)
	at junit.framework.Assert.assertTrue(Assert.java:31)
	at junit.framework.TestCase.assertTrue(TestCase.java:201)
	at org.jfree.chart.plot.junit.PiePlot3DTests.testDrawWithNullDataset(PiePlot3DTests.java:151)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)

org.jfree.chart.plot.junit.PiePlot3DTests#testDrawWithNullDataset
junit.framework.AssertionFailedError
	at junit.framework.Assert.fail(Assert.java:55)
	at junit.framework.Assert.assertTrue(Assert.java:22)
	at junit.framework.Assert.assertTrue(Assert.java:31)
	at junit.framework.TestCase.assertTrue(TestCase.java:201)
	at org.jfree.chart.plot.junit.PiePlot3DTests.testDrawWithNullDataset(PiePlot3DTests.java:151)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.jfree.chart.plot.PiePlot:2613 -> 1.0 (ep: 0, ef: 2, np: 3577, nf: 0)
org.jfree.chart.plot.Plot:932 -> 0.4472135954999579 (ep: 8, ef: 2, np: 3569, nf: 0)
org.jfree.chart.plot.Plot:933 -> 0.4472135954999579 (ep: 8, ef: 2, np: 3569, nf: 0)
org.jfree.chart.plot.Plot:946 -> 0.4472135954999579 (ep: 8, ef: 2, np: 3569, nf: 0)
org.jfree.chart.plot.Plot:947 -> 0.4472135954999579 (ep: 8, ef: 2, np: 3569, nf: 0)
org.jfree.data.general.DatasetUtilities:152 -> 0.4082482904638631 (ep: 10, ef: 2, np: 3567, nf: 0)
org.jfree.chart.plot.PiePlot:551 -> 0.4082482904638631 (ep: 10, ef: 2, np: 3567, nf: 0)
org.jfree.chart.plot.PiePlot:731 -> 0.3779644730092272 (ep: 12, ef: 2, np: 3565, nf: 0)
org.jfree.chart.plot.PiePlot:732 -> 0.3779644730092272 (ep: 12, ef: 2, np: 3565, nf: 0)
org.jfree.chart.plot.PiePlot:735 -> 0.3779644730092272 (ep: 12, ef: 2, np: 3565, nf: 0)
org.jfree.chart.title.LegendTitle:472 -> 0.2886751345948129 (ep: 22, ef: 2, np: 3555, nf: 0)
org.jfree.chart.block.LineBorder:146 -> 0.2886751345948129 (ep: 22, ef: 2, np: 3555, nf: 0)
org.jfree.chart.JFreeChart:1195 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.JFreeChart:1197 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.JFreeChart:1252 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.JFreeChart:1305 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.JFreeChart:1306 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.JFreeChart:1308 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.JFreeChart:1309 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.JFreeChart:1312 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.text.TextBlock:105 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.text.TextBlock:108 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.text.TextBlock:109 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.text.TextUtilities:165 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:439 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:440 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:441 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:442 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:443 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:454 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:455 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:458 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:459 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:477 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:494 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:495 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:496 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:497 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:498 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:500 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:501 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:502 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:506 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:555 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:558 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:559 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:560 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:563 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:564 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:565 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:566 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:570 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:571 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:575 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:576 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:577 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:578 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:584 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:585 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:590 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:602 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:603 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:604 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:605 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:606 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:607 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:608 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:612 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:616 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:617 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:618 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:620 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:621 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:622 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:623 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:637 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.title.TextTitle:638 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.plot.Plot:504 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.plot.Plot:505 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.plot.Plot:525 -> 0.1796053020267749 (ep: 60, ef: 2, np: 3517, nf: 0)
org.jfree.chart.plot.Plot:519 -> 0.1690308509457033 (ep: 68, ef: 2, np: 3509, nf: 0)
org.jfree.chart.plot.Plot:522 -> 0.1690308509457033 (ep: 68, ef: 2, np: 3509, nf: 0)
org.jfree.chart.plot.Plot:523 -> 0.1690308509457033 (ep: 68, ef: 2, np: 3509, nf: 0)
org.jfree.chart.plot.Plot:524 -> 0.1690308509457033 (ep: 68, ef: 2, np: 3509, nf: 0)
org.jfree.chart.plot.Plot:529 -> 0.1690308509457033 (ep: 68, ef: 2, np: 3509, nf: 0)
org.jfree.chart.JFreeChart:1343 -> 0.15617376188860607 (ep: 80, ef: 2, np: 3497, nf: 0)
org.jfree.chart.JFreeChart:1344 -> 0.15617376188860607 (ep: 80, ef: 2, np: 3497, nf: 0)
org.jfree.chart.block.BlockResult:67 -> 0.15617376188860607 (ep: 80, ef: 2, np: 3497, nf: 0)
org.jfree.chart.util.RectangleInsets:192 -> 0.15075567228888181 (ep: 86, ef: 2, np: 3491, nf: 0)
org.jfree.chart.text.TextBlock:274 -> 0.1414213562373095 (ep: 98, ef: 2, np: 3479, nf: 0)
org.jfree.chart.text.TextUtilities:186 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:187 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:188 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:189 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:190 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:191 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:192 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:193 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:195 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:196 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:197 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:239 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:241 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:242 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:243 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:244 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:245 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:247 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:248 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:251 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:252 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:268 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:269 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.TextUtilities:271 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.G2TextMeasurer:75 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.G2TextMeasurer:76 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.G2TextMeasurer:78 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.text.G2TextMeasurer:79 -> 0.13736056394868904 (ep: 104, ef: 2, np: 3473, nf: 0)
org.jfree.chart.plot.Plot:963 -> 0.12909944487358055 (ep: 118, ef: 2, np: 3459, nf: 0)
org.jfree.chart.plot.Plot:966 -> 0.12909944487358055 (ep: 118, ef: 2, np: 3459, nf: 0)
org.jfree.chart.plot.Plot:969 -> 0.12909944487358055 (ep: 118, ef: 2, np: 3459, nf: 0)
org.jfree.chart.plot.Plot:970 -> 0.12909944487358055 (ep: 118, ef: 2, np: 3459, nf: 0)
org.jfree.chart.plot.Plot:985 -> 0.12909944487358055 (ep: 118, ef: 2, np: 3459, nf: 0)
org.jfree.chart.plot.Plot:986 -> 0.12909944487358055 (ep: 118, ef: 2, np: 3459, nf: 0)
org.jfree.chart.plot.Plot:988 -> 0.12909944487358055 (ep: 118, ef: 2, np: 3459, nf: 0)
org.jfree.chart.plot.Plot:989 -> 0.12909944487358055 (ep: 118, ef: 2, np: 3459, nf: 0)
org.jfree.chart.plot.Plot:990 -> 0.12909944487358055 (ep: 118, ef: 2, np: 3459, nf: 0)
org.jfree.chart.plot.Plot:991 -> 0.12909944487358055 (ep: 118, ef: 2, np: 3459, nf: 0)
org.jfree.chart.plot.Plot:1005 -> 0.12909944487358055 (ep: 118, ef: 2, np: 3459, nf: 0)
org.jfree.chart.plot.Plot:1018 -> 0.12909944487358055 (ep: 118, ef: 2, np: 3459, nf: 0)
